Titulo,Anio,Valoracion,Genero
"América, América",1963,8.7,Drama
Nuestros Superiores,1933,7.4,Comedia
Ciertos Pequeñísimos Pecados,1976,6.4,Comedia
Hello! How are you?,2011,6.2,Comedia
La Máscara de Fu Manchú,1932,6.5,Cine clásico
Secretos de Cocina,2009,5.3,Comedia
Artic Blue,1993,6.3,Aventuras
The Wonder Hospital,2010,7.2,Cortos
Argentinian Lesson,2011,6.7,Documental
Septimania,2010,3.1,Erótica
The Unliving,2010,7.1,Terror
Beards and Plaid,2009,4.7,Comedia
Campfire Cologne - Wilderness,2012,6.6,Comedia
Tennis Elbow,2012,7.5,Comedia
Faut qu'on parle!,2010,5.3,Romántica
What's virgin mean?,2008,7.4,Comedia
Memoria de las cenizas,2012,8.6,Documental
A través del espejo,1946,7.5,Thriller
Plan Siniestro,1964,7.9,Thriller
Catalunya über alles!,2011,6.2,Drama
Un Matrimonio en Peligro,1931,6.8,Cine clásico
"Los minutos, las horas",2009,6.5,Drama
I'll see you in my dreams,2003,5.8,Terror
Get the picture,2009,6.7,Cortos
La Muerte de Robert Mitchum,2011,6.7,Comedia
Y Dios...creó a la mujer,1956,6.2,Cine clásico
Cumbres Borrascosas,1939,7.6,Romántica
Picnic en Hanging Rock,1977,7.1,Drama
El Bautizo,2010,6.3,Drama
Hombres Olvidados,1953,7.2,Bélico
El Viejo y el Niño,1967,8.3,Drama
El Delator,1935,7.7,Drama
El Palacio de los Espíritus,1963,7.2,Terror
Noche en el Alma,1944,7.1,Thriller
La mano en la sombra,1951,7.4,Thriller
La Quimera de Hollywood,1937,5.0,Cine clásico
Stealing Summers,2011,4.6,Thriller
Un hombre en el tejado,1976,6.2,Thriller
La Venganza es mía,1979,7.7,Cine clásico
La Anguila,1997,7.5,Cine clásico
Big Boys Gone Bananas!,2011,8.3,Documental
Quantum Men,2011,5.7,Documental
El Amor es el Demonio,1998,7.6,Biopic
The Sunshine Egg,2012,6.7,Cortos
Safari (1956),1956,4.8,Aventuras
8 Hombres de Acero,1952,6.6,Cine clásico
Un amor inmortal,1961,8.2,Cine clásico
The Ballad of Genesis and Lady Jaye,2011,7.7,Documental
Muertos de amor,2011,4.0,Comedia
Rutka: Diario del Holocausto,2009,7.8,Documental
Umberto D.,1952,8.6,Drama
Next Door,2005,6.8,Thriller
ZOO,1985,6.2,Cine clásico
El Contrato del Dibujante,1984,7.7,Cine clásico
Cosa de brujas,2002,4.4,Drama
Osama,2003,8.1,Drama
¿Quién es Harry Nilson?,2010,6.9,Documental musical
Vulnerables,2012,3.6,Thriller
El Idioma Imposible,2010,7.8,Drama
Cita con Venus,1951,7.6,Comedia
Hamlet,1948,8.2,Cine clásico
Siempre hay un camino a la derecha,1997,5.3,Comedia
Underground,1995,8.3,Comedia
Of Time and the City,2008,7.8,Drama
Narcisse,2012,4.4,Erótica
El Puente de Casandra,1977,7.0,Thriller
Suspiros de España (y Portugal),1995,5.5,Comedia
Adiós con el corazón ,2000,5.8,Comedia
El río que era un hombre,2011,5.6,Drama
La puerta de no retorno,2011,7.0,Documental
Los niños del paraíso,1945,8.8,Drama
Boudu salvado de las aguas,1932,7.3,Comedia
Saturno 3,1979,6.1,Cine clásico
Bad Guy,2001,6.6,Thriller
Holmes & Watson. Madrid Days,2012,4.0,Thriller
Fuerza Bruta,1947,7.6,Acción
Las Zapatillas Rojas,1948,8.4,Cine clásico
Un cuento de Canterbury,1944,7.7,Cine clásico
Bad Boys,1983,7.3,Thriller
Cruz del Sur,2012,6.2,Comedia
La Trampa,1951,6.7,Thriller
La leyenda del unicornio,2001,5.9,Animación
Veracruz,1953,7.6,Western
141 dies,2012,7.3,Documental
Close-Up (Primer Plano),1990,8.3,Documental
Las Aventuras de Picasso,1978,6.8,Comedia
El Barco de la Muerte,1980,4.6,Terror
Pánico antes del Amanecer,1981,2.0,Cine clásico
El Oasis del Pastor,2012,7.3,Documental
24 hour party people,2002,8.1,Biopic
Scorpio,1972,7.1,Thriller
Simbad el Marino,1947,7.0,Cine clásico
Turning,2012,8.3,Documental musical
El Código del Amor,1945,7.3,Cine clásico
La Víctima Número 10,1965,7.2,Ciencia ficción
Infectados,2009,6.0,Thriller
Ladrones como nosotros,1974,7.1,Cine clásico
Cinco Muñecas Para La Luna De Agosto,1970,5.3,Terror
Todos Los Colores De La Oscuridad,1972,7.0,Terror
Interview (2003),2003,6.8,Thriller
Interview,2007,6.6,Drama
Banjo,1947,3.0,Drama
Una Lagartija Con Piel De Mujer,1971,7.0,Terror
A Siete Millas de Alcatraz,1942,7.3,Cine clásico
Brasileirinho,2005,7.7,Musical
A París con el amor,1955,6.6,Comedia
Un Ratón en la Luna,1963,7.8,Comedia
Vida Y Aventuras De Nicholas Nickleby,1947,7.7,Cine clásico
Voces de Muerte,1948,7.6,Thriller
Vodka Lemon,2005,7.8,Drama
Las Fronteras Del Crimen,1951,7.3,Thriller
Acosados,1946,7.2,Thriller
El Juez Priest,1934,7.3,Western
Volar,2012,7.1,Documental
Aaltra,2004,7.4,Drama
Maria Bethania: Música y Perfume,2005,7.8,Documental musical
Bordadoras,2005,7.6,Drama
Fuego en las calles,1962,7.8,Cine clásico
Encuentro en la noche,1952,7.8,Cine clásico
Al Otro Lado del Mar,2011,8.5,Documental
Exils,2004,7.3,Drama
La Guerra de Murphy,1971,7.1,Bélico
La Piel de la Tierra,2005,5.5,Drama
El Globo Blanco,1995,8.0,Drama
Grizzly,1976,3.8,Terror
Las Campanas De Santa María,1945,7.7,Cine clásico
El Solterón Y La Menor,1947,6.9,Comedia
El rock de la cárcel,1957,7.3,Cine clásico
El Cuchillo en la Cabeza,1978,7.3,Cine clásico
El Farol Azul,1950,5.6,Thriller
El Asesinato de la Hermana George,1968,7.0,Cine clásico
S.O.S. El Mundo En Peligro ,1966,6.6,Thriller
"Sí, quiero",1999,6.3,Comedia
¡Qué vecinos tan animales!,1998,6.2,Comedia
Su mejor jugada,2007,5.9,Comedia
Kuchu,2012,8.9,Documental
F.I.S.T.,1978,7.0,Cine clásico
Zorras,1980,6.3,Cine clásico
Laberinto Mortal,1977,6.1,Thriller
El Prestamista,1964,8.1,Cine clásico
El Ingenuo Salvaje,1963,7.4,Cine clásico
Espera un Milagro,2011,8.6,Documental
La Vida Futura,1936,7.3,Ciencia ficción
El Espíritu de Bruce Lee,2006,6.9,Aventuras
Postales desde el Zoo,2012,6.8,Drama
El hada ignorante,2001,7.6,Comedia
El regreso del Viento del Norte,1993,7.0,Aventuras
HU (Hospital Universitario),2012,8.0,Documental
El Joven Bruce Lee,2009,6.2,Acción
Duelo de Dragones,2005,6.6,Acción
Spider Baby,1964,6.8,Thriller
Orfeo,1949,8.2,Cine clásico
House of Fury,2005,5.5,Acción
Surviving Amina,2010,8.4,Documental
The Buddy Holly Story,1978,7.4,Cine clásico
Kamikaze,1986,6.0,Cine clásico
La Venganza del Dragón,2009,6.4,Thriller
¿¡Y tú que sabes!?,2004,6.0,Documental
Ocaso,2011,5.7,Terror
Born to Fight,2004,5.5,Acción
"Shaolin, La leyenda de los monjes guerreros",2011,6.0,Acción
"Goya, el secreto de la sombra",2011,5.8,Documental
Naked Weapon,2002,4.9,Acción
Los Aprendices,1995,7.0,Comedia
El Guerrero Pacífico,2007,7.4,Drama
Con los Días Contados 2,2001,5.7,Acción
Con los Días Contados,1999,6.9,Acción
Guerra de Flechas,2011,6.8,Aventuras
Sueños Mágicos,2006,7.7,Drama
Bypass,2012,5.9,Romántica
"American Hardcore, la historia del punk",2006,8.2,Documental musical
¿Y si vivimos todos juntos?,2011,7.5,Comedia
Cielo,2010,6.8,Drama
Rock & Cat,2006,8.4,Documental musical
El fin es mi principio,2010,7.5,Drama
La Bohème,2010,7.7,Conciertos y Óperas
Cómo cocinar tu vida,2007,6.2,Documental
Oro negro,2006,7.9,Documental
Un Gran Hombre,1939,7.5,Comedia
Los Años Eléctricos,2008,7.5,Documental
Rottweiler,2005,2.3,Terror
El Planeta de los Caracoles,2011,8.3,Documental
El Acorazado Potemkin,1925,8.5,Drama
Bajo Aguas Tranquilas,2005,2.4,Terror
Los Abandonados,2006,6.5,Terror
Bi Anai (Dos Hermanos),2011,6.2,Drama
Un Yuletide Gay,2009,5.6,Comedia
Dagon. La Secta del Mar,2001,6.3,Terror
Romasanta. La caza de la bestia,2004,6.6,Terror
Strapped,2010,7.0,Drama
Generación Pegaso,2012,6.9,Documental
El Clon vuelve a Casa,2008,7.0,Ciencia ficción
Cuentos Inmorales,1974,4.6,Cine clásico
Tú y yo,1939,7.2,Romántica
Faust. La venganza está en la sangre,2000,3.0,Terror
Un Mundo Cuadrado,2012,8.5,Thriller
El Abrazo de los Peces,2011,8.1,Documental
"Por la noche, ellas bailan",2010,6.7,Documental
Estrellas de la línea,2006,8.3,Documental
Tiempo de Leyenda,2009,8.2,Documental musical
El Silencio es Oro,1947,8.3,Cine clásico
Aquele Querido Mes de Agosto,2008,7.4,Drama
Ventanas al interior,2012,7.6,Documental
El imperio de los sentidos,1976,7.0,Cine clásico
Arachnid,2001,3.4,Ciencia ficción
Entre vivir y soñar,2004,6.6,Romántica
La Buena Voz,2006,6.1,Drama
8 Mujeres y 1/2,1998,6.5,Thriller
Carne Viva,1972,6.3,Thriller
"Martha conoce a Frank, Daniel & Laurence",1998,6.5,Romántica
Ocho y medio (8 1/2),1963,8.9,Cine clásico
En nuestras manos,2010,7.4,Documental
De amor y de agua fresca,2010,6.6,Romántica
Triage,2009,6.5,Drama
El Ladrón de Sueños,2000,1.0,Animación
Creep,2004,6.3,Terror
La Quimera del Oro,1925,8.9,Comedia
El Niño de Barro,2007,6.4,Thriller
Un Instante Preciso,2009,7.8,Documental musical
Monsieur Verdoux,1947,8.2,Cine clásico
Turistas,2006,5.9,Terror
El Monje (2003),2003,5.3,Acción
Evelyn,2012,6.0,Drama
La Hora del Patio ,2012,7.2,Documental
Regreso al Infierno,2006,6.1,Bélico
Verdades verdaderas. La vida de Estela ,2012,7.7,Drama
"Rock-Ola, Una noche en la Movida",2009,6.8,Documental musical
El Grupo del Terror,2008,6.6,Documental
Sangre sobre la Luna,1948,7.1,Western
El cant dels ocells,2008,6.5,Drama
No me pidas que te bese porque te besaré,2008,6.3,Comedia
La Distancia,2006,6.6,Thriller
Camino del Odio,1958,6.9,Thriller
Aida,1951,5.1,Cine clásico
Combate Trucado,1949,7.5,Cine clásico
"Yo, viernes",1975,7.5,Aventuras
El vuelo del tren,2011,6.0,Drama
El Albergue Rojo,2007,6.5,Comedia
Mystikal,2010,3.8,Aventuras
Soltero en apuros,1962,6.4,Comedia
Su juego favorito,1964,7.5,Comedia
Pánico en la Ciudad,1975,6.7,Thriller
Yo Soy El Padre Y La Madre,1958,6.0,Comedia
Silver City,2004,6.8,Comedia
Al Caer la Noche,2002,6.6,Thriller
Tras el cristal,1987,7.2,Cine clásico
La estrella ausente,2006,7.6,Drama
16 calles,2006,6.8,Acción
Conociendo a Julia,2004,7.7,Drama
Orphans,1998,6.7,Comedia
Giro Inesperado,2003,5.9,Thriller
La Cuadrilla de los 11,1960,6.7,Cine clásico
4 Gángsters de Chicago ,1964,6.5,Acción
El Proceso,1962,7.8,Thriller
La Máquina de Pintar Nubes,2009,7.5,Drama
El Circo,1928,8.8,Comedia
El Chico,1921,9.1,Comedia
Una Mujer en París,1923,8.1,Cine clásico
Sherlock Holmes - Persecución en Argel (10),1945,7.1,Thriller
Maximum Shame,2010,6.5,Ciencia ficción
The Girlfriend Experience,2010,5.9,Drama
Batalla en el cielo,2005,6.3,Drama
K-19: The Widowmaker,2002,7.2,Acción
Tomates verdes fritos,1991,8.4,Drama
Blueberry (La Experiencia Secreta),2003,6.5,Aventuras
Borsalino & Co.,1974,5.8,Thriller
Borsalino,1970,5.5,Thriller
Luchador (Fighter),2007,6.4,Acción
La nueva moda en el crimen,1974,6.7,Thriller
"Sangre, sudor y lágrimas",1942,6.4,Cine clásico
21 Horas en Munich,1976,6.7,Thriller
Las Tribulaciones de un Chino en China,1965,6.4,Cine clásico
Infection,2004,4.1,Terror
Anna Karenina (1935),1935,7.7,Drama
El Príncipe y Yo 2,2006,4.9,Romántica
El Príncipe y Yo,2004,6.9,Romántica
Simpático Sinvergüenza,1966,5.6,Comedia
El Detective Cantante,2003,6.3,Musical
Zafarrancho en el Casino,1961,6.1,Cine clásico
El extraño caso de los rayos cósmicos,1957,6.8,Documental
La vida útil,2010,6.8,Drama
Pregúntale al Viento,2006,6.5,Drama
Casa de arena y niebla,2003,7.4,Drama
El milagro de Henry Poole,2008,5.2,Comedia
Cuatro vidas,2007,6.3,Drama
Gente poco corriente,2005,6.2,Drama
Un toque de suerte,1975,6.0,Comedia
Siete Espadas,2005,4.9,Aventuras
El Puente,1959,8.5,Bélico
Trauma,2005,4.5,Thriller
Un Golpe de Suerte,2005,6.9,Comedia
Salon Kitty,1976,5.5,Cine clásico
Los Rateros,1969,7.4,Cine clásico
El Caso De Lucy Harbin ,1963,7.5,Terror
Darling Lili,1970,6.1,Romántica
30 días antes,2011,6.9,Drama
Tinieblas,1970,6.5,Cine clásico
Justine De Sade,1979,5.5,Cine clásico
El Pez de los Deseos,2012,5.2,Animación
Objetivo: Banco de Inglaterra,1960,7.3,Thriller
The Black Power Mixtape,2011,8.4,Documental
Hollywood Talkies,2011,4.2,Documental
Una Aventura en Macao,1952,7.2,Thriller
Gritar al Diablo,1976,5.9,Cine clásico
El Malvado Zaroff,1932,7.5,Thriller
El Último de la Lista,1963,7.1,Thriller
Agatha Christie: Inocencia Trágica ,2008,7.2,Thriller
"Aurora, un asesino muy común",2010,6.8,Drama
Pagafantas,2009,6.4,Comedia
Alarma: catástrofe,1978,6.9,Terror
Marglytta. Un documento sobre  Litoral,2012,8.3,Documental musical
De Mao a Mozart: Isaac Stern en China,1980,8.4,Cine clásico
Zuloak,2012,6.8,Documental
El hombre de las mariposas,2011,7.6,Drama
Noche sin fin,1972,6.5,Thriller
"Eric, Oficial de la Reina",1977,7.2,Bélico
"Mahler, una sombra en el pasado",1974,6.4,Drama
Trenes rigurosamente vigilados,1966,7.7,Cine clásico
Malas Tierras,1973,8.0,Drama
Manuale d'amore 3,2011,5.9,Romántica
Las Damas del Bosque de Bolonia,1945,7.7,Cine clásico
Extraño Suceso,1950,7.3,Thriller
Mi Querida Comisario,1978,7.3,Cine clásico
Xora,2012,6.0,Drama
Todo va bien,1972,7.1,Cine clásico
Lady Hamilton,1941,7.3,Drama
El Cazador de Dragones,2009,5.2,Drama
Los Hijos de Hitler,1943,6.0,Cine clásico
Cuerpo y Alma,1947,7.9,Cine clásico
Cromosoma 3,1979,7.3,Terror
Copito de Nieve,2011,7.0,Infantil
El tren de las 3:10,2007,7.6,Western
Soy una cámara,1955,6.4,Cine clásico
"13,99 euros",2007,6.3,Comedia
El Efecto de la Sombra,2009,4.4,Documental
Amores de un Impostor,1956,7.1,Comedia
Adiós Amigo,1968,6.4,Cine clásico
El Justiciero de la Ciudad  ,1974,6.3,Thriller
Fríamente...sin motivos personales,1972,7.0,Thriller
La Vía Láctea,1969,7.5,Comedia
El Descanso del Guerrero,1962,5.8,Cine clásico
América Violenta,1973,6.1,Thriller
El Encamado,2012,6.2,Comedia
Callejón Sangriento,1955,6.1,Cine clásico
La Casa Roja,1947,6.9,Thriller
Número 17,1932,6.0,Thriller
El Espía Negro,1939,7.7,Thriller
El Desafío del Búfalo Blanco,1975,5.5,Thriller
El rastro de la pantera,1954,6.9,Western
Sueño de Amor,1960,6.8,Biopic
Los Tres Mosqueteros - Los Diamantes de la Reina,1973,5.5,Aventuras
Mr. Majestyk,1974,7.2,Cine clásico
Nevada Express,1975,7.1,Western
Los Secretos de la Cosa Nostra,1972,7.2,Thriller
El Embrollón,1973,7.6,Comedia
Un Golpe de Gracia,1959,6.4,Comedia
Con el Corazón en la Garganta  ,1967,5.1,Terror
Sueño y Silencio,2012,7.3,Drama
El Gran Ziegfeld,1936,7.8,Cine clásico
Vuelve el Brujo,1965,5.8,Thriller
La Tarántula del Vientre Negro,1971,5.5,Terror
Encrucijada de Odios,1947,7.6,Thriller
No os comáis las margaritas,1960,6.9,Comedia
El Relojero De Saint Paul,1974,7.0,Thriller
Leo el Último,1970,5.7,Cine clásico
Un Rostro en la Multitud,1957,8.3,Drama
Madeleine,1950,7.7,Romántica
Las Relaciones Peligrosas,1959,7.9,Drama
Caso Pendiente,2012,7.2,Documental
Cabo Blanco,1979,6.3,Cine clásico
Yo no soy ningún Ángel,1933,7.7,Cine clásico
Bellísima,1951,8.1,Drama
Los Amigos Apasionados,1949,7.7,Drama
Abbott & Costello Encuentro Con El Capitán Kidd,1952,6.5,Comedia
Vivimos Hoy,1935,7.0,Cine clásico
39 Escalones,1935,7.8,Thriller
"Checkpoint Rock, canciones desde Palestina",2009,7.6,Documental
Nacer - Diario de Maternidad,2012,7.7,Documental
Mentiras e Ilusiones,2009,4.8,Thriller
El Masajista,2005,5.2,Erótica
Apocalipsis: El ascenso de Hitler,2011,8.2,Documental
Clandestinos,2007,4.8,Drama
Tabú,1931,7.9,Drama
King Size,2007,3.5,Musical
Saints & Soldiers: Objetivo Berlín,2012,4.5,Bélico
Pedro El Grande. El Testamento,2011,5.8,Drama
Blue Gate Crossing,2002,7.2,Drama
La Répétition,2001,6.1,Drama
Défense d'aimer,2001,6.0,Drama
Princesa de África,2008,7.5,Documental
Orson West,2011,8.0,Drama
Banquete de Boda,2005,5.9,Thriller
Twist,1992,7.8,Documental musical
El juego de Zucker,2005,6.3,Comedia
Las Olas,2011,6.7,Drama
Fausto (1926),1926,8.8,Drama
El Último,1924,8.5,Drama
El Viaje Extraordinario,2010,8.1,Documental
Nota a Nota. La creación de un Steinway,2007,8.3,Documental musical
Morir en Madrid,1963,8.5,Bélico
Favela on a Blast,2008,7.5,Documental musical
Calle sin Salida,1937,7.6,Thriller
Envuelto en la sombra,1946,7.3,Thriller
Corazón de Guerrero,2011,5.2,Drama
Stephin Merritt y the Magnetic Fields,2010,8.2,Documental musical
¡Vivan las Antípodas!,2011,7.2,Documental
The Extraordinary Ordinary Life of José González,2010,7.5,Documental musical
El Bosque Petrificado,1936,6.9,Thriller
Baby Doll,1956,8.1,Cine clásico
Gorky Park,1983,6.9,Cine clásico
El Gran Robo,1967,7.5,Thriller
La piel quemada,1967,8.0,Drama
La mujer del cuadro,1944,8.2,Cine clásico
Week-End,1967,7.2,Drama
Astérix y la Sorpresa de César,1985,7.7,Cine clásico
Astérix en Bretaña,1986,8.0,Cine clásico
The Fleshtones: Pardon Us for Living but the Graveyard is Full,2008,8.0,Documental musical
La Luz de Mafasca,2012,5.9,Thriller
Cena a las 8,1933,7.7,Comedia
El 4º Hombre,1952,7.2,Thriller
La Hora de las Pistolas,1967,7.5,Western
Un extraño en mi vida,1960,8.3,Cine clásico
G Men Contra El Imperio Del Crimen,1935,7.1,Thriller
El Enemigo Público Número 1,1934,7.3,Thriller
Violent Cop,1989,7.0,Cine clásico
Sonatine,1993,7.2,Thriller
Boiling Point,1990,6.7,Thriller
Clerks 2,2006,5.9,Comedia
"My father, my lord",2010,6.9,Drama
Diario de una ninfómana,2008,4.1,Drama
Crónica de un amor,1950,7.0,Cine clásico
Locuras de Verano,1955,7.3,Cine clásico
La Señora sin Camelias,1953,7.0,Cine clásico
El Ángel Azul,1930,8.3,Drama
Perfidia,1943,6.9,Cine clásico
Un lugar en la cumbre,1959,8.1,Cine clásico
Agua fría de Mar,2010,5.5,Drama
El Gabinete del Doctor Caligari,1920,8.5,Terror
Larga es la noche,1947,7.9,Thriller
Nosferatu,1922,8.8,Terror
Testigo Accidental,1952,7.5,Thriller
Un hombre para Ivy,1968,6.8,Comedia
Acción Ejecutiva,1973,6.6,Thriller
Metrópolis,1926,9.1,Ciencia ficción
La Mujer en la Luna,1929,7.5,Ciencia ficción
Spione,1928,8.1,Thriller
Los Nibelungos 2: La Venganza de Krimilda,1924,7.6,Aventuras
El Doctor Mabuse,1922,7.5,Thriller
Sin Conciencia ,1951,7.2,Thriller
Los Nibelungos 1: La Muerte de Sigfrido,1922,8.6,Aventuras
Mundo Tributo,2007,6.4,Documental
Jane Eyre (1997),1997,6.4,Romántica
Aventura,1945,6.4,Cine clásico
Aparecidos,2007,6.4,Terror
Gigantes de Plata,1977,7.3,Cine clásico
Mauvais Genres (Transfixion),2001,5.8,Drama
Senda Prohibida,1941,7.5,Cine clásico
Miedo Súbito,1952,7.8,Thriller
Manuel y Elisa,2009,7.6,Documental
Cabaret Desire,2012,4.8,Erótica
El regreso del nativo,1994,6.1,Romántica
Los alegres vividores,1938,7.4,Comedia
La abadía de Northanger,2007,6.9,Drama
5 días sin Nora,2008,6.9,Comedia
Caminando sobre el agua,2001,6.1,Drama
Ofreced Flores a los Rebeldes,2012,8.3,Documental
Sólo sexo y nada más,2005,4.7,Comedia
El Musical,2008,6.3,Musical
Nunca ames a un extraño,1959,7.0,Cine clásico
De Ratones y Hombres,1939,7.5,Cine clásico
El Puente de San Luis Rey,1944,5.8,Romántica
La Viuda Alegre,1925,7.5,Comedia
Mamma Roma,1962,8.5,Drama
Camaleón (2008),2008,5.8,Thriller
Dementia,1955,6.9,Terror
Sangre en el Rancho,1957,7.0,Thriller
Volver a Nadia,2012,7.6,Documental
Pequeño Fugitivo,1953,8.1,Drama
Los Muelles de Nueva York,1928,7.9,Cine clásico
East Side Story  ,2006,5.6,Romántica
La rebelión de los becarios,2009,4.3,Comedia
200 Dólares,2003,3.2,Drama
Musarañas Asesinas,1959,5.9,Ciencia ficción
La otra cara de Broadway,1997,5.5,Drama
La Bestia de un Millón de Ojos,1955,4.5,Ciencia ficción
Un Yanqui en la Corte del Rey Arturo,1949,6.5,Comedia
Canciones para dormir,2009,5.9,Drama
Cagliostro,1949,6.6,Thriller
El Punto Rojo,2008,6.6,Drama
Charlie Chan en el Servicio Secreto  ,1951,4.6,Thriller
5 días de Guerra,2011,6.2,Bélico
Un joven romance,1915,7.5,Cine clásico
Un Revólver Solitario,1956,7.7,Western
El Arca de Noé (1928),1928,5.7,Cine clásico
El Último Mohicano (1936),1936,3.8,Cine clásico
La Ley del Juez Thorne,1955,7.1,Western
El verdadero corazón de Susie,1919,6.2,Drama
"Palestro, Argelia: historias de una emboscada",2012,8.2,Documental
Duelo a muerte en OK Corral,1971,7.0,Western
La Casa del Río,1950,7.4,Thriller
En la Estela de la Noche,2010,5.1,Thriller
La Última Orden,1928,8.4,Cine clásico
La Ley del Hampa,1927,8.0,Thriller
Siete domingos a la semana ,2007,5.6,Drama
White Night,2012,5.8,Documental
La Segunda Mujer,1950,7.3,Thriller
La marca del fuego,1915,6.5,Cine clásico
La Isla de Toth,2012,4.7,Drama
Inmigrantes L.A. Dolce Vita,2008,5.9,Comedia
Juntos Hasta el Final,1997,5.8,Drama
Las Manos de Orlac,1924,7.1,Thriller
La Pasión de Juana de Arco,1928,9.1,Drama
La muerte de vacaciones,1934,7.6,Comedia
Sueño con Jeanie,1955,7.0,Biopic
El hombre de las figuras de cera ,1924,7.4,Terror
El Viaje (2004),2004,6.2,Drama
El Monstruo Adolescente,1958,4.3,Ciencia ficción
Las Mujeres salvajes de Wongo,1958,6.2,Cine clásico
Alice y Martin,1998,7.1,Drama
Mulholland Drive,2001,8.1,Thriller
Mirando al Cielo,2006,7.2,Drama
Persépolis,2007,8.4,Drama
Agatha Christie: Un crimen dormido,2012,6.9,Thriller
La Bestia de la Noche Amarilla,1971,5.0,Ciencia ficción
Diario de un cura rural,1951,7.8,Drama
Amateurs (2008),2008,7.1,Drama
Monsieur Vincent,1947,8.3,Cine clásico
Teresa Raquin,1953,8.3,Drama
El teatro chino de Manolita Chen,2012,7.0,Documental
Miguel Hernández,2012,7.8,Documental
Igualita a mi,2010,6.4,Comedia
Bradford Riots,2006,7.1,Drama
Porfirio,2011,7.2,Drama
La última nota,2006,7.3,Thriller
Fundido a negro,2006,6.5,Biopic
Truffaut y Godard: Two in the Wave,2010,8.0,Documental
Max y los Chatarreros,1971,8.0,Drama
Nostalgia (Sehnsucht),2006,7.0,Drama
Pink Narcissus,1971,5.7,Erótica
Los pasos dobles,2011,6.4,Aventuras
Sardu,1976,4.4,Terror
Kamikaze Girls,2004,7.1,Comedia
Aislados,2005,5.3,Comedia
Nombre en Mármol,2002,6.2,Bélico
Encuentro Mortal,1976,6.5,Thriller
Últimos Testigos,2008,7.8,Documental
Villa des Roses,2002,6.4,Musical
Brötzmann,2011,8.2,Documental musical
Las Crónicas de la Pepa,2011,7.7,Comedia
El Conde de Montecristo,1922,6.3,Cine clásico
Puente de Mando,1949,6.9,Bélico
Peoria Babylon,1997,1.4,Comedia
Parallel Sons ,1995,6.0,Drama
Mother of mine,2005,7.7,Drama
Batalla más allá del Sol,1960,3.3,Ciencia ficción
Heridas de Amor,2005,4.2,Romántica
El Monstruo del Mar Encantado,1961,4.9,Ciencia ficción
La Isla Desconocida,1949,5.9,Cine clásico
El Monstruo Gigante,1954,6.0,Terror
Shinobi,2005,6.5,Acción
Forest of the Gods,2005,7.7,Drama
Girimunho: imaginando la vida,2012,7.5,Drama
Papagordo. En casa de Raimundo Amador,2011,7.5,Conciertos y Óperas
Proof (La prueba),1990,7.8,Drama
El Problema,2010,7.4,Documental
La Conspiración (1975),1975,7.4,Thriller
Señoras y Señores,1966,7.7,Comedia
Entre la noche y el día,2011,7.9,Drama
El ambulante,2009,6.6,Documental
¡Que vivan los fantasmas!,1977,7.8,Aventuras
La Gran Prueba,1956,7.8,Western
Los que no perdonan,1960,7.4,Western
Ruta infernal,1957,7.1,Thriller
Los Medieros,2010,6.9,Documental
"Fofita, una foquita la mar de salada",2006,5.6,Animación
"P, la semilla del mal",2005,5.7,Terror
3º Colder,2007,5.0,Drama
Cannes Man,1996,5.6,Documental
Spirits,2004,5.2,Terror
Amarga Victoria,1957,7.3,Bélico
Los Reyes del Sol,1964,6.9,Cine clásico
Camino de la Venganza,1968,7.7,Western
Taras Bulba,1962,7.4,Cine clásico
Estado de alarma,1965,7.4,Thriller
Los Invasores,1964,7.1,Cine clásico
Wilaya,2012,7.5,Drama
Un engaño de lujo,2007,5.9,Romántica
Llegaron a Cordura,1959,6.5,Western
Tony te has Vuelto Loco,1969,6.5,Cine clásico
Alejandro Magno,1956,6.6,Biopic
El eslabón del Niágara,1979,5.9,Thriller
Préstame a tu marido,1964,7.3,Comedia
Cómo matar a la propia esposa,1965,6.6,Comedia
El juez de la horca,1972,7.2,Western
Una doble vida,1959,7.2,Thriller
El Ferroviario,1956,7.7,Drama
Arabesco,1966,6.7,Thriller
Una historia perversa,1962,6.6,Cine clásico
Topkapi,1964,6.7,Aventuras
Trapecio,1956,7.0,Cine clásico
Fellini Satiricon,1969,6.9,Cine clásico
Irresistible,2006,5.0,Thriller
El Bígamo,1953,7.7,Drama
El Forastero,1940,7.4,Western
Nuestra Señora de París ,1954,7.4,Cine clásico
El Oro de Nápoles,1954,7.8,Comedia
La cena de los acusados,1934,7.4,Thriller
El Club de los Asesinos,1961,6.9,Thriller
Unidos por un sueño,2010,7.0,Drama
Alas,1927,7.6,Cine clásico
El amor manda,1938,6.4,Romántica
Un tigre en la red,1967,5.6,Comedia
El Gran Gorila,1949,7.4,Aventuras
Al Capone,1959,7.2,Acción
"Mahoma, el Mensajero de Dios",1976,6.4,Cine clásico
"Billy, el embustero",1961,6.8,Comedia
Rey y Patria,1964,7.9,Bélico
La Vampiresa Desnuda,1970,4.0,Cine clásico
Los ángeles del infierno (1930),1930,7.4,Cine clásico
Tambores Lejanos,1951,7.0,Western
El Príncipe Impostor,1959,5.4,Aventuras
Ulises,1954,7.7,Cine clásico
Lo mejor es lo malo conocido,1931,6.2,Comedia
Eating Out 1 ,2004,4.3,Drama
Retorno al Paraíso,1953,6.3,Cine clásico
