Titulo,Anio,Valoracion,Genero
Sunny's Time Now,2008,7.7,Documental musical
"The Folk Singer. A Tale of Men, Music and America",2008,8.3,Documental musical
Darling (2007),2007,7.3,Drama
Mammuth (2010),2010,5.4,Comedia
El hombre orquesta (1970),1970,5.4,Cine clásico
El gran restaurante,1966,7.0,Comedia
Escuchando al juez Garzón,2011,7.3,Documental
Buzos haciendo surf. Un documental de los Surfin' Bichos,2008,7.7,Documental musical
ON/OFF: Mark Stewart (Pop Group to Maffia),2009,7.3,Biopic
Noche de Circo,1953,7.9,Cine clásico
Poesía,2010,8.2,Drama
Blaze Foley: Duct Tape Messiah,2011,7.8,Documental musical
Sherlock Holmes: Estrella de Plata,1937,7.5,Thriller
Sherlock Holmes: El Valle del Miedo,1935,6.2,Thriller
Sherlock Holmes: La Marca de los Cuatro,1932,6.4,Thriller
Sherlock Holmes: El Cardenal Durmiente,1931,7.1,Thriller
Beyond the sea,2004,7.6,Drama
Mi Reencarnación,2011,8.0,Documental
Arena,2010,5.5,Documental
Bezness,1992,5.1,Drama
Recursos humanos,1999,8.2,Drama
El empleo del tiempo,2001,7.5,Drama
Lecciones para Zafirah,2011,8.2,Documental
"Ella, Él y Asta",1936,7.4,Thriller
Apache,1954,6.3,Western
¿Arde París?,1966,7.5,Cine clásico
El paraíso de Hafner,2007,7.4,Documental
Un pequeño romance,1979,7.5,Cine clásico
Saxana: la pequeña bruja y el libro encantado,2011,7.4,Animación
Jacobo Lobo,2011,7.7,Infantil
El Capitán Blood,1935,7.7,Cine clásico
La Espía Número 13,1933,6.6,Thriller
La Barrera del Sonido,1952,7.2,Cine clásico
El Espejo de los Espías,1969,6.5,Thriller
Roma de Fellini,1971,7.9,Comedia
Río Arriba,1930,6.9,Comedia
20.000 años en Sing Sing,1932,6.6,Acción
Lucky Luciano,1973,7.0,Thriller
El Jinete Eléctrico,1980,7.7,Cine clásico
Llega un Jinete libre y salvaje,1978,7.3,Cine clásico
Semilla de maldad,2010,6.3,Thriller
The Acid House,1998,6.6,Comedia
Acné,2007,5.3,Comedia
Gerónimo,1962,4.8,Western
Las Marimbas del Infierno,2010,6.4,Drama
El inadaptado,2006,7.2,Drama
"Sorry, Thanks",2009,6.4,Comedia
Cien Mañanas,2009,6.4,Ciencia ficción
Terrícola,2010,5.8,Ciencia ficción
1,2009,5.7,Ciencia ficción
Usted está aquí,2010,6.3,Ciencia ficción
El Alma de las Moscas,2010,5.9,Comedia
Bellflower,2011,6.9,Thriller
Detour (Desvío),1945,7.8,Thriller
Caminar sobre las aguas,2004,7.6,Thriller
Baracoa. 500 años después,2010,7.3,Documental
"Lily, la princesa hada y el pequeño unicornio",2011,7.4,Infantil
El Placer,1952,8.2,Cine clásico
La Zona Gris,2001,7.6,Drama
La regla del juego,1939,9.0,Comedia
La vida en tiempos de guerra,2009,7.0,Comedia
De reparto (Retrato de un actor),2010,6.2,Documental
Honeydripper,2007,7.4,Drama
El emperador del Perú,1982,5.4,Cine clásico
Dios y Diablo en la Tierra del Sol,1964,7.7,Cine clásico
Jodidos Kabrones,2012,5.8,Terror
El último fin de semana,2011,5.3,Thriller
A salvo en el infierno,1931,7.3,Cine clásico
Barravento,1962,8.0,Cine clásico
Tierra en Trance,1967,7.1,Drama
Antonio das Mortes,1969,6.8,Cine clásico
Enfermeras de noche,1931,6.8,Thriller
La Edad de la Tierra,1980,5.4,Cine clásico
Mamá es Boba,1997,6.9,Comedia
Amanecidos,2011,6.3,Drama
Gebrüder Teichmann: Live at Maria,2012,3.5,Documental
Yo soy el cantante Goyo Ramos,2011,7.5,Documental
La Gran Pasión,1946,7.3,Cine clásico
Séance,1999,6.3,Terror
Loft,2005,4.3,Terror
Dream,2008,7.2,Drama
Sueños,1955,7.6,Cine clásico
Blog,2010,5.9,Drama
The Turin Horse,2011,8.0,Drama
Le Bleu des Villes ,1999,6.4,Comedia
 A Summer Evening with Floating di Morel,2012,5.1,Documental
El crimen del Padre Amaro,2002,6.5,Drama
La Puta y la Ballena,2004,6.8,Drama
Franklin y el tesoro del lago,2006,7.0,Animación
Clément,2001,7.0,Drama
Christy & Emily: Live at Klangbad Festival,2012,0.0,Documental musical
Puerto Vallarta Squeeze,2003,4.3,Thriller
Cazadores de dragones,2009,7.1,Animación
Los hijos de los malditos,1963,6.5,Terror
El pueblo de los malditos,1960,7.8,Ciencia ficción
Chasing Ghosts (La Caza),2005,5.9,Thriller
Gartxot,2011,9.1,Drama
Las Malas Hierbas,2010,6.2,Drama
Max Manus,2008,7.5,Bélico
Man Thing (la naturaleza del miedo),2005,4.3,Ciencia ficción
La Memoria del Asesino,2003,7.2,Thriller
Asfixia (2003),2003,2.0,Terror
Uro (las dos caras de la ley),2006,6.3,Acción
Storm (2007),2007,5.6,Terror
12,2007,7.5,Thriller
Cuatro sentencias de muerte,2005,3.4,Thriller
"Limbo Starr: Diez, cuenta atrás",2010,7.4,Documental musical
El cementerio de automóviles,1983,7.3,Cine clásico
Iré como un caballo loco,1973,6.9,Cine clásico
Viva la muerte,1971,7.2,Cine clásico
Ipcress,1965,7.1,Thriller
En nombre de todos los míos,1983,6.7,Cine clásico
El León del Desierto,1978,8.2,Cine clásico
La Isla del Miedo,2003,2.6,Thriller
Railway to Heaven,2011,6.2,Documental
El Viejo y el Mar,1958,7.1,Cine clásico
"Si hoy es martes, esto es Bélgica",1969,6.6,Comedia
La Bestia,1975,5.4,Cine clásico
El Cascanueces,2011,5.8,Infantil
Confucio,2010,5.9,Biopic
No amarás,1988,8.2,Cine clásico
No matarás,1988,7.9,Cine clásico
Mi mujer es una actriz,2001,6.1,Comedia
Camera: Live at HBC,2012,7.3,Documental musical
Mamá Chocó,2010,7.9,Documental
La loba,1941,8.6,Cine clásico
Barba Azul (1972),1972,6.9,Thriller
El muchacho de los cabellos verdes,1948,6.8,Comedia
Incubus,1981,6.6,Terror
Un Espíritu Burlón,1945,6.9,Comedia
El pájaro de las plumas de cristal,1969,7.1,Terror
Los Bor.bones. Sé Mongol y No Mires con Quién,2007,7.3,Documental
La Gata Negra,1962,7.2,Drama
Jennie,1948,8.2,Cine clásico
Los apuros de un pequeño tren,1953,7.3,Comedia
Rubber Soul,2005,6.7,Documental
El mayor robo del siglo,1978,6.6,Cine clásico
Año de Gracia,2012,5.9,Comedia
El diablo es una mujer,1935,7.1,Cine clásico
La Decisión de Sophie,1982,8.3,Cine clásico
El Hombre de Alcatraz,1962,8.3,Cine clásico
Quiero vivir,1959,8.1,Drama
Doctor Fausto,1968,5.0,Cine clásico
En bandeja de plata,1966,7.8,Comedia
El corredor nocturno,2009,6.1,Thriller
Underground. La ciudad del Arco Iris,2003,8.3,Documental
El Hombre con Rayos X en los Ojos,1957,7.3,Ciencia ficción
La Obsesión,1962,7.4,Terror
Historias Peligrosas (Pulp),1971,6.3,Thriller
Anatomía de un Hospital,1971,7.5,Drama
Recuerda,1945,8.1,Thriller
América: Una historia muy portuguesa,2011,6.6,Drama
Bola de Nieve,2003,7.8,Documental
Elogio de ti Misma,2011,7.7,Documental
Febrero. Cuando la vida es carnaval,2009,8.9,Documental
La sombra del delator,1987,7.3,Cine clásico
El cuarto protocolo,1987,7.6,Cine clásico
Días de vino y rosas,1962,8.5,Drama
Irma la Dulce,1969,8.3,Comedia
¿Qué ocurrió entre tu padre y mi madre?,1972,7.9,Comedia
Edén al Oeste,2009,7.2,Drama
San Benny el carterista,1951,7.5,Comedia
El monstruo asesino,1932,3.8,Thriller
Río Lobo,1970,6.9,Western
Margarita,2011,8.1,Documental
El amo del mundo,1961,6.2,Ciencia ficción
Xtrems,2009,7.5,Drama
Miedos,2009,5.1,Terror
Ricky,2009,6.1,Comedia
Cuatro estaciones,2010,5.6,Romántica
Calígula,1979,6.0,Cine clásico
La Trinca: Biografia no autoritzada,2010,6.0,Comedia
Perdidas en Nueva York,1989,5.4,Cine clásico
Ju Dou (Semilla de Crisantemo),1990,8.0,Drama
La Linterna Roja,1991,8.5,Drama
Toma Cero Pionera,2010,6.2,Documental
Retorno al país de las almas,2011,7.9,Documental
Stopped on Track,2011,8.2,Drama
Rififi,1955,8.6,Thriller
Louise-Michel,2010,6.6,Comedia
OceanWorld ,2009,6.4,Documental
No mires para abajo,2008,6.4,Drama
Banda Aparte,1964,7.7,Drama
Hombres armados,1996,7.8,Drama
La Buena Nueva,2008,7.2,Drama
Hugo y Josefina,1967,7.3,Cine clásico
El Espejo,1997,7.4,Drama
Hánuman. La leyenda del Dios Mono ,1998,7.4,Aventuras
Cuchillo de palo,2010,8.7,Documental
Desengaño,1936,7.9,Drama
La Maleta Mexicana,2011,8.0,Documental
Medianeras,2011,7.6,Drama
Uncle Boonmee recuerda sus vidas pasadas,2010,6.8,Drama
Aita,2010,6.8,Drama
Tierra de Cierzo: Al este del Moncayo,2009,5.5,Documental
Un Modo de Vida,2004,7.3,Drama
Extranjeras,2003,7.2,Documental
Un toque de seducción,2005,6.5,Romántica
La madre muerta,1993,7.3,Thriller
Alas de Mariposa,1991,7.5,Drama
Miss Tacuarembó,2010,7.1,Comedia
Clase del 76',2005,5.1,Thriller
The Actors,2003,5.8,Comedia
Evil,2003,7.6,Drama
Soy el ángel de la muerte,2005,7.2,Thriller
All the Invisible Children,2005,7.7,Drama
Buscando a Kitty,2004,5.9,Comedia
El Último Día,2004,5.8,Drama
I see you.com,2006,3.8,Comedia
El Despertar del Amor,2007,5.3,Drama
Klimt,2006,5.4,Biopic
3 Agujas,2005,6.2,Drama
Verdades ocultas,2006,6.6,Thriller
La lucha por el espacio urbano,2006,8.8,Documental
"¡Adiós, Babilonia!",1992,7.2,Drama
Jorge Luis Borges. Una vida de poesía,1998,5.5,Documental
Territorio Comanche,1997,7.0,Drama
Los zumbaos,2003,4.1,Comedia
All the rage,1997,4.3,Comedia
Naina,2005,3.5,Terror
Pledge This!,2006,1.3,Comedia
Hard Pill,2005,5.9,Comedia
Con las manos ensangrentadas,2004,6.9,Thriller
"Destruir y construir, historia de una fábrica",2011,5.6,Documental
River Queen,2007,6.5,Drama
Círculo Rojo,1970,8.1,Thriller
Bola de fuego,1941,8.0,Comedia
Soul Kitchen,2009,7.5,Comedia
Riparo,2007,5.3,Drama
Los verdugos también mueren,1943,7.9,Thriller
Ariane,1957,7.7,Cine clásico
La caída de la casa Usher,1960,6.6,Thriller
El Quinteto de la muerte,1955,7.8,Comedia
Los niños del Brasil,1978,7.4,Thriller
4 moscas sobre terciopelo gris,1972,6.5,Terror
El Péndulo de la Muerte,1961,7.1,Terror
El Séptimo Amanecer,1964,6.7,Cine clásico
El Dr. Arrowsmith,1931,6.2,Cine clásico
Danza a los Espíritus,2010,7.4,Documental
Un Profeta,2010,8.5,Thriller
Hula Girls,2006,7.2,Comedia
"Old, new, borrowed and blue",2002,6.5,Comedia
El Cuervo,1963,6.9,Terror
Marea nocturna,1961,7.2,Thriller
20.000 leguas de viaje submarino,1916,6.9,Ciencia ficción
La comedia de los terrores,1963,6.8,Comedia
Río rojo,1948,8.4,Western
En un lugar de África,2001,8.1,Drama
El Mundo de las Muñecas,1970,5.3,Cine clásico
"¿Qué hiciste en la guerra, papi?",1966,6.8,Comedia
El último vuelo del flamenco,2010,6.3,Thriller
Elena y los hombres,1956,6.8,Cine clásico
Toni,1935,7.5,Cine clásico
I Want To Be A Soldier,2010,6.2,Drama
Diálogo de Carmelitas,1959,7.9,Drama
Instinto Básico 2: Adicción al riesgo,2005,4.4,Erótica
The Point Men (En el Punto de Mira),2001,6.5,Thriller
Marujas Asesinas,2001,5.3,Comedia
Nanking,2007,8.3,Documental
North,2011,7.2,Comedia
Mala Noche,1985,6.6,Cine clásico
Nosotros alimentamos al mundo,2005,7.9,Documental
Nuestro pan de cada día,2005,7.9,Documental
Shit Year,2010,6.5,Drama
Harris Haare,2011,7.7,Documental musical
Bass-Que Culture: Euskal Herria Jamaika Clash,2006,7.7,Documental
El Recolector de Recuerdos,2011,7.2,Documental
Nunca hables con extraños,1995,5.3,Thriller
Riesgo,2004,4.9,Thriller
La mano azul,2009,6.8,Documental
Taxi Express,1998,6.2,Acción
Hot Milk,2005,1.2,Comedia
Dame Veneno,2008,7.7,Conciertos y Óperas
Tango,1998,8.6,Musical
Los chicos de San Petri,1991,7.4,Drama
El Triunfo,2006,6.6,Drama
La Colina,1965,8.3,Bélico
Mi Refugio,2009,6.8,Drama
Ajami,2010,7.7,Drama
Tulpan,2010,7.1,Comedia
La caja de Pandora,2008,7.4,Drama
El abanico de Lady Windermer,1925,8.1,Romántica
Cadenas rotas,1946,8.0,Romántica
The Human Tower,2012,7.6,Documental
Aurora Boreal,2007,5.6,Thriller
Chacal,1973,8.2,Thriller
La máscara de la muerte roja,1964,7.0,Terror
Una mujer para dos,1933,8.1,Comedia
El estado de la unión,1948,7.7,Comedia
Gardenia azul,1953,7.4,Thriller
Depredadores Nocturnos,2005,4.0,Terror
Odessa,1974,7.7,Thriller
La edad de la ignorancia,2007,7.2,Comedia
Clandestino y Caballero,1946,7.1,Thriller
Guerriller@s,2011,7.7,Documental
El príncipe y la corista,1957,6.8,Comedia
El déspota,1954,8.1,Comedia
Mirando hacia atrás con ira,1958,7.5,Cine clásico
Plan Diabólico,1966,8.0,Thriller
Chantaje contra una mujer,1962,7.7,Thriller
Encubridora,1952,8.0,Western
Un juego de inteligencia,2007,7.4,Drama
Invasión en Birmania,1962,7.3,Bélico
Vampiresas 1933,1933,8.1,Cine clásico
Una hora contigo,1932,7.1,Cine clásico
"Modesty Blaise, superagente femenino",1966,5.1,Acción
Transgression,2011,4.3,Thriller
Un genio anda suelto,1958,7.0,Comedia
Carita de Ángel,1933,8.0,Cine clásico
El halcón y la flecha,1950,7.7,Cine clásico
El asesinato de Trotsky,1972,6.4,Thriller
Dos en la carretera,1967,8.1,Cine clásico
La huella,1972,8.6,Thriller
La guerra ha terminado,1966,8.1,Cine clásico
La noche americana,1973,8.3,Comedia
La carroza del oro,1953,7.3,Cine clásico
La calle 42,1933,7.8,Cine clásico
Si yo tuviera un millón,1932,6.9,Comedia
La niebla (1980),1980,6.9,Terror
El Reportero,1976,7.5,Drama
La tumba India,1959,7.8,Cine clásico
El tigre de Esnapur,1958,7.6,Cine clásico
Paraíso (Paradiset),2003,5.8,Thriller
Un Corazón en Invierno,1992,8.0,Drama
Himalaya,1999,8.0,Drama
El pastel de boda,2010,6.1,Romántica
Riff-Raff,1990,7.3,Comedia
Crebinsky,2011,6.7,Comedia
El ojo de Eva,1999,6.5,Thriller
Canino (Dogtooth),2010,7.7,Drama
Un día de gloria,2012,8.5,Documental
Las Acacias,2011,7.6,Drama
Las razones del corazón,2011,7.2,Drama
El gancho fantasma,2009,5.9,Acción
Unrest,2007,4.1,Terror
Dog Soldiers,2002,5.7,Terror
Fatso,2008,6.2,Comedia
Tasmania,2009,6.2,Aventuras
Juramento de venganza,2010,5.5,Thriller
Dragon Tiger Gate,2006,6.4,Acción
Lirios rotos (La culpa ajena),1919,7.6,Cine clásico
Mis últimas cinco novias,2009,5.7,Romántica
Un regalo para ella,2010,5.1,Romántica
Incubus: el experimento,2006,3.1,Terror
El infierno bajo tierra,2009,5.9,Thriller
The King,2005,6.8,Drama
Un lugar en el cine,2008,7.6,Documental
The Big Question,2004,3.4,Documental
Eminem AKA,2004,5.0,Documental musical
American Crime,2004,3.8,Terror
Elisa,1962,7.6,Cine clásico
Vanesa i Amadeu,2009,7.8,Documental
Shahada,2011,5.4,Documental
Me llamo Peng,2010,8.3,Documental
Los armarios de la dictadura,2003,7.9,Documental
Lo que tú dices que soy,2007,7.0,Documental
La madre que los parió,2008,5.8,Documental
In memori@m,2011,7.4,Documental
La cámara oscura,2010,7.4,Documental
Hijos de Sansón,2011,6.2,Documental
El jardín de las razones perdidas,2010,5.5,Documental
El espejo del señor Rovira,2010,5.3,Documental
De monstruos y faldas,2008,7.1,Documental
El luchador (1952),1952,7.5,Cine clásico
Un rancho en California,1948,2.5,Western
Dos mujeres,1960,8.3,Cine clásico
Infestation,2009,4.6,Terror
El Incomprendido,1966,6.8,Cine clásico
Sasha (2010),2010,6.8,Romántica
El padre es abuelo,1950,6.1,Comedia
El hombre del brazo de oro,1955,7.4,Drama
De función,2006,6.1,Documental
NO-DO,2009,5.9,Terror
Flame y Citron,2008,7.6,Drama
En guerra con el ejército,1950,6.4,Comedia
Los amantes,1958,7.2,Romántica
Yatterman,2009,6.7,Acción
El Gato Desaparece,2011,6.9,Thriller
Flor del desierto,2009,7.3,Drama
Le Quattro Volte,2010,7.1,Drama
Territorio Extraterrestre (Estralurtar Lurraldea),2011,7.4,Documental
Elvira Madigan,1967,6.5,Cine clásico
Tralas Luces,2011,7.9,Documental
The Pleasure of Being Robbed,2008,6.1,Drama
Eutsi!,2007,5.0,Comedia
Audrey the Trainwreck,2010,6.4,Comedia
Voces desde Mozambique,2011,7.0,Documental
Mil Cretinos,2010,5.1,Comedia
La pausa de los muertos,2011,7.8,Documental
Sin Cobertura,2011,5.2,Comedia
Recursos de mujer,1947,7.6,Comedia
Sabaka,1955,7.0,Cine clásico
La calle,1931,7.9,Cine clásico
Jóvenes Oportunidades,2005,6.6,Comedia
Los colores de la montaña,2010,7.6,Drama
Tortura,1944,7.9,Drama
Vivir su vida,1962,8.3,Drama
Inner Senses,2005,6.0,Terror
Science Fiction,2002,6.2,Ciencia ficción
Film Socialisme,2010,6.3,Drama
From Texas to Arbúcies,2010,7.7,Documental musical
Oriente es Oriente,1999,7.3,Comedia
Sacrificio,1986,8.3,Cine clásico
Nido de amor,1923,7.0,Comedia
Lazo Sagrado,1939,6.3,Cine clásico
Hermano,2010,7.1,Drama
Cirkus Columbia,2010,7.1,Drama
"Una mujer, una pistola y una tienda de fideos chinos",2010,6.2,Thriller
Sherlock Holmes contra Moriarty,1939,7.2,Thriller
Faces,1968,8.1,Drama
Joe Strummer. Vida y muerte de un cantante,2007,8.0,Documental musical
Opening night,1977,8.4,Cine clásico
Shadows (Sombras),1959,7.6,Drama
Una mujer bajo la influencia,1974,8.4,Drama
Paranoid Park,2007,7.6,Drama
Cabecita Rubia,2000,3.8,Drama
La casa del terror,2006,4.6,Terror
Sobre el Arcoiris,2004,5.6,Documental
Desenterrados,2007,4.3,Terror
Ruidos,2007,6.7,Thriller
Recambios,2005,6.0,Drama
En la puta calle,1997,6.8,Drama
El asesinato de un corredor de apuestas chino,1979,7.7,Drama
Intolerancia,1916,7.9,Drama
Los Profanadores de Tumbas,2006,3.4,Terror
Nightmare Detective,2006,5.3,Thriller
El reinado del terror,1949,7.0,Cine clásico
Evil Aliens,2005,4.2,Ciencia ficción
La voz del interior,2007,7.2,Bélico
La Reina Kelly,1928,7.5,Cine clásico
El Refugio de mi Padre,2004,7.6,Thriller
Juego de Niños,2001,4.9,Terror
Initial D. Derrapando al límite,2005,6.5,Acción
Nubes pasajeras,1996,8.2,Drama
"Los muertos no se tocan, nene",2011,6.0,Comedia
Open 24H,2011,7.0,Drama
Exiled (2006),2006,6.7,Acción
Vlogger,2011,2.2,Ciencia ficción
Vete de mí,2006,7.2,Drama
El último aplauso,2008,7.6,Documental
Ghosted,2009,5.9,Thriller
"De repente, el último invierno",2009,7.5,Drama
Combat Shock (Fuerza en combate),1988,6.1,Thriller
El cuchillo en el agua,1962,7.5,Thriller
Repulsión,1965,8.0,Thriller
Vivamente el domingo,1983,7.5,Cine clásico
El Árbol (2011),2010,7.4,Drama
Los zombies paletos,1989,4.0,Terror
Las dos inglesas y el amor,1971,7.9,Cine clásico
Asesinatos Anunciados,1985,5.6,Terror
"Francisco, juglar de Dios",1950,7.7,Cine clásico
El Desierto Rojo,1964,7.6,Drama
Mucha Sangre,2003,4.4,Comedia
Carmen,1915,6.7,Cine clásico
Deshielo,2008,6.2,Comedia
Divorcio a la finlandesa,2009,5.7,Comedia
El portero de noche,1974,6.8,Erótica
El caserón de las sombras,1932,6.9,Terror
El Perdón,2009,7.6,Documental
Dos miradas,2008,5.9,Drama
El cuaderno de barro,2011,7.5,Documental
Hobby,2009,5.0,Documental
Así como eres,1978,6.2,Cine clásico
Me casé con una bruja,1942,7.4,Comedia
Una chica tan decente como yo,1972,6.5,Cine clásico
"Barcelona, antes de que el tiempo lo borre",2011,7.3,Documental
Oviedo Express,2007,6.0,Comedia
El color de los olivos,2011,7.7,Documental
Hienas,2009,4.3,Drama
Real Zombi Revolver,2005,3.6,Terror
No responda al teléfono,1979,2.7,Terror
El camarada Don Camilo,1965,6.7,Comedia
Don Camilo y el honorable Peppone,1955,7.6,Comedia
El retorno de Don Camilo,1953,7.6,Comedia
Don Camilo Monseñor,1961,6.9,Comedia
Don Camilo,1952,6.6,Comedia
Air Doll,2009,7.3,Drama
Bass Ackwards,2010,7.7,Drama
Dr. Jekyll y Mr. Hyde,1920,6.6,Terror
El Maquinista de la General,1927,8.7,Comedia
Mamut,2009,6.5,Drama
Rompecabezas,2010,7.4,Comedia
Mundo fantástico,2004,6.4,Drama
Looking for Fidel,2004,7.2,Documental
Historia de un director idiota,2010,6.0,Drama
Fin de Curso,2005,4.2,Comedia
Persona non grata,2004,5.3,Documental
Gente pez,2002,4.4,Comedia
Qué bello es vivir,1946,8.6,Drama
Dieta mediterránea,2008,6.0,Comedia
Fernanda,2010,5.6,Drama
El juego de la verdad,2004,5.7,Comedia
"Charlot, tramoyista de cine",1915,8.6,Comedia
"Charlot, campeón de boxeo",1915,8.3,Comedia
Pequeños Electrodomésticos,2012,6.5,Drama
El Vendedor de Humo,2012,8.0,Cortos
Cargo,2006,5.1,Thriller
La zona (2007),2007,7.2,Thriller
Segunda Tierra,2009,7.2,Documental
El Viaje del Director de Recursos Humanos,2010,6.7,Drama
People,2006,3.2,Comedia
Sólo ellos,2010,5.8,Drama
Estación Termini,1953,7.0,Cine clásico
Punto de mira,2001,6.6,Biopic
Iberia,2005,7.6,Conciertos y Óperas
Goodbye Solo,2008,7.6,Drama
Tres días con la familia,2009,7.3,Drama
Tú ríes,1998,5.8,Drama
Bertsolari,2011,8.4,Documental
Jackboots on Whitehall,2010,5.9,Bélico
Killers,2010,4.5,Comedia
Auto,2013,7.8,Documental musical
El tercer hombre,1949,8.8,Thriller
The Darwin Awards (Muertes de Risa),2007,5.2,Comedia
El Decamerón,1970,7.9,Drama
La mujer fantasma,1941,5.9,Terror
Impacto,1949,6.7,Thriller
El Arpa Birmana,1956,8.5,Cine clásico
Mami Blue,2010,8.1,Comedia
El Mejor,2009,7.1,Drama
Tirad sobre el Pianista,1960,7.6,Thriller
Los 4 jinetes del Apocalipsis,1921,6.8,Cine clásico
Luke & Brie are on a first date,2008,6.9,Comedia
Guest,2010,8.3,Documental
Más allá de la duda (2009),2009,5.4,Thriller
El nacimiento de una nación,1915,7.1,Cine clásico
Luna Nueva,1940,8.4,Comedia
¿Qué tienes debajo del sombrero?,2006,8.6,Documental
Chaplin Keystone Collection Vol.3,1913,7.0,Comedia
Esquivar y pegar,2011,7.1,Documental
Chaplin Keystone Collection Vol.2,1913,6.9,Comedia
La Sombra de Lester,1988,4.1,Terror
Largo Winch,2008,6.5,Acción
Historias de la edad de oro,2009,7.6,Comedia
The Eye Infinity,2005,4.5,Terror
La muchacha que sabía demasiado,1962,6.7,Terror
Peor imposible,2002,4.6,Comedia
Inferno (2002),2002,3.8,Thriller
Doble Juego,2004,5.5,Comedia
La burla del diablo,1953,7.1,Thriller
Bajo la lluvia,1932,7.5,Drama
Aventuras de Tillie: El romance de Charlot ,1914,6.8,Comedia
Cristóbal Colón y la Casa Real Catalana,2011,4.9,Documental
Yellowstone,1936,4.5,Thriller
Banderas falsas,2011,5.5,Documental
La carreta fantasma,1921,8.1,Thriller
Dos personas,1945,7.5,Cine clásico
Páginas del Libro de Satán,1920,7.6,Thriller
18 comidas,2010,7.3,Comedia
Amor y rabia,1969,6.1,Drama
Al servicio de las damas,1936,8.1,Comedia
El Navegante,1924,8.3,Comedia
Demencia 13,1963,6.1,Terror
Viva Zapatero!,2005,7.0,Documental
Oliver Twist,1922,5.6,Drama
