R_fighter;B_fighter;win_by;last_round;last_round_time;Format;Referee;date;location;Winner;weight_class;title_bout
Alex Morono;Zak Ottow;KO/TKO;1;3:34;3 Rnd (5-5-5);Rob Hinds;March 09, 2019;Wichita, Kansas, USA;Alex Morono;Welterweight;False
Alex White;Dan Moret;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marcio Laselva;March 09, 2019;Wichita, Kansas, USA;Alex White;Lightweight;False
Jon Jones;Anthony Smith;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;March 02, 2019;Las Vegas, Nevada, USA;Jon Jones;Light Heavyweight;True
Tyron Woodley;Kamaru Usman;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Marc Goddard;March 02, 2019;Las Vegas, Nevada, USA;Kamaru Usman;Welterweight;True
Robbie Lawler;Ben Askren;Submission;1;3:20;3 Rnd (5-5-5);Herb Dean;March 02, 2019;Las Vegas, Nevada, USA;Ben Askren;Welterweight;False
Tecia Torres;Weili Zhang;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;March 02, 2019;Las Vegas, Nevada, USA;Weili Zhang;Women's Strawweight;False
Cody Garbrandt;Pedro Munhoz;KO/TKO;1;4:52;3 Rnd (5-5-5);Marc Goddard;March 02, 2019;Las Vegas, Nevada, USA;Pedro Munhoz;Bantamweight;False
Jeremy Stephens;Zabit Magomedsharipov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;March 02, 2019;Las Vegas, Nevada, USA;Zabit Magomedsharipov;Featherweight;False
Misha Cirkunov;Johnny Walker;KO/TKO;1;0:36;3 Rnd (5-5-5);Herb Dean;March 02, 2019;Las Vegas, Nevada, USA;Johnny Walker;Light Heavyweight;False
Cody Stamann;Alejandro Perez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;March 02, 2019;Las Vegas, Nevada, USA;Cody Stamann;Bantamweight;False
Diego Sanchez;Mickey Gall;KO/TKO;2;4:13;3 Rnd (5-5-5);Marc Goddard;March 02, 2019;Las Vegas, Nevada, USA;Diego Sanchez;Welterweight;False
Edmen Shahbazyan;Charles Byrd;KO/TKO;1;0:38;3 Rnd (5-5-5);Mark Smith;March 02, 2019;Las Vegas, Nevada, USA;Edmen Shahbazyan;Middleweight;False
Gina Mazany;Macy Chiasson;KO/TKO;1;1:49;3 Rnd (5-5-5);Chris Tognoni;March 02, 2019;Las Vegas, Nevada, USA;Macy Chiasson;Women's Bantamweight;False
Polyana Viana;Hannah Cifers;Decision - Split;3;5:00;3 Rnd (5-5-5);Mark Smith;March 02, 2019;Las Vegas, Nevada, USA;Hannah Cifers;Women's Strawweight;False
Jan Blachowicz;Thiago Santos;KO/TKO;3;0:39;5 Rnd (5-5-5-5-5);Herb Dean;February 23, 2019;Prague, Czech Republic;Thiago Santos;Light Heavyweight;False
Stefan Struve;Marcos Rogerio de Lima;Submission;2;2:21;3 Rnd (5-5-5);Leon Roberts;February 23, 2019;Prague, Czech Republic;Stefan Struve;Heavyweight;False
Gian Villante;Michal Oleksiejczuk;KO/TKO;1;1:34;3 Rnd (5-5-5);Marc Goddard;February 23, 2019;Prague, Czech Republic;Michal Oleksiejczuk;Light Heavyweight;False
Liz Carmouche;Lucie Pudilova;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;February 23, 2019;Prague, Czech Republic;Liz Carmouche;Women's Flyweight;False
John Dodson;Petr Yan;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Neil Hall;February 23, 2019;Prague, Czech Republic;Petr Yan;Bantamweight;False
Magomed Ankalaev;Klidson Abreu;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Leon Roberts;February 23, 2019;Prague, Czech Republic;Magomed Ankalaev;Light Heavyweight;False
Dwight Grant;Carlo Pedersoli;KO/TKO;1;4:59;3 Rnd (5-5-5);Marc Goddard;February 23, 2019;Prague, Czech Republic;Dwight Grant;Welterweight;False
Daniel Teymur;Chris Fishgold;Submission;2;1:10;3 Rnd (5-5-5);Herb Dean;February 23, 2019;Prague, Czech Republic;Chris Fishgold;Featherweight;False
Veronica Macedo;Gillian Robertson;Submission;2;3:27;3 Rnd (5-5-5);Jakub Muller;February 23, 2019;Prague, Czech Republic;Gillian Robertson;Women's Flyweight;False
Damir Hadzovic;Polo Reyes;KO/TKO;2;2:03;3 Rnd (5-5-5);Leon Roberts;February 23, 2019;Prague, Czech Republic;Damir Hadzovic;Lightweight;False
Michel Prazeres;Ismail Naurdiev;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;February 23, 2019;Prague, Czech Republic;Ismail Naurdiev;Welterweight;False
Rustam Khabilov;Diego Ferreira;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Neil Hall;February 23, 2019;Prague, Czech Republic;Diego Ferreira;Lightweight;False
Damir Ismagulov;Joel Alvarez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jakub Muller;February 23, 2019;Prague, Czech Republic;Damir Ismagulov;Lightweight;False
Francis Ngannou;Cain Velasquez;KO/TKO;1;0:26;5 Rnd (5-5-5-5-5);Jason Herzog;February 17, 2019;Phoenix, Arizona, USA;Francis Ngannou;Heavyweight;False
James Vick;Paul Felder;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;February 17, 2019;Phoenix, Arizona, USA;Paul Felder;Lightweight;False
Cortney Casey;Cynthia Calvillo;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;February 17, 2019;Phoenix, Arizona, USA;Cynthia Calvillo;Women's Strawweight;False
Alex Caceres;Kron Gracie;Submission;1;2:06;3 Rnd (5-5-5);Keith Peterson;February 17, 2019;Phoenix, Arizona, USA;Kron Gracie;Featherweight;False
Vicente Luque;Bryan Barberena;KO/TKO;3;4:54;3 Rnd (5-5-5);Jason Herzog;February 17, 2019;Phoenix, Arizona, USA;Vicente Luque;Welterweight;False
Andre Fili;Myles Jury;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;February 17, 2019;Phoenix, Arizona, USA;Andre Fili;Featherweight;False
Jimmie Rivera;Aljamain Sterling;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Ryan Brueggeman;February 17, 2019;Phoenix, Arizona, USA;Aljamain Sterling;Bantamweight;False
Benito Lopez;Manny Bermudez;Submission;1;3:09;3 Rnd (5-5-5);Keith Peterson;February 17, 2019;Phoenix, Arizona, USA;Manny Bermudez;Bantamweight;False
Ashlee Evans-Smith;Andrea Lee;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Al Guinee;February 17, 2019;Phoenix, Arizona, USA;Andrea Lee;Women's Flyweight;False
Scott Holtzman;Nik Lentz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;February 17, 2019;Phoenix, Arizona, USA;Nik Lentz;Lightweight;False
Renan Barao;Luke Sanders;KO/TKO;2;1:01;3 Rnd (5-5-5);Al Guinee;February 17, 2019;Phoenix, Arizona, USA;Luke Sanders;Bantamweight;False
Alexandra Albu;Emily Whitmire;Submission;1;1:01;3 Rnd (5-5-5);Ryan Brueggeman;February 17, 2019;Phoenix, Arizona, USA;Emily Whitmire;Women's Strawweight;False
Israel Adesanya;Anderson Silva;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;February 09, 2019;Melbourne, Victoria, Australia;Israel Adesanya;Middleweight;False
Lando Vannata;Marcos Mariano;Submission;1;4:55;3 Rnd (5-5-5);Steve Perceval;February 09, 2019;Melbourne, Victoria, Australia;Lando Vannata;Lightweight;False
Rani Yahya;Ricky Simon;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Perceval;February 09, 2019;Melbourne, Victoria, Australia;Ricky Simon;Bantamweight;False
Montana De La Rosa;Nadia Kassem;Submission;2;2:37;3 Rnd (5-5-5);Peter Hickmott;February 09, 2019;Melbourne, Victoria, Australia;Montana De La Rosa;Women's Flyweight;False
Jimmy Crute;Sam Alvey;KO/TKO;1;2:49;3 Rnd (5-5-5);Marc Goddard;February 09, 2019;Melbourne, Victoria, Australia;Jimmy Crute;Light Heavyweight;False
Devonte Smith;Dong Hyun Ma;KO/TKO;1;3:53;3 Rnd (5-5-5);Herb Dean;February 09, 2019;Melbourne, Victoria, Australia;Devonte Smith;Lightweight;False
Shane Young;Austin Arnett;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Greg Kleynjans;February 09, 2019;Melbourne, Victoria, Australia;Shane Young;Featherweight;False
Kai Kara-France;Raulian Paiva;Decision - Split;3;5:00;3 Rnd (5-5-5);Marc Goddard;February 09, 2019;Melbourne, Victoria, Australia;Kai Kara-France;Flyweight;False
Teruto Ishihara;Kyung Ho Kang;Submission;1;3:59;3 Rnd (5-5-5);Herb Dean;February 09, 2019;Melbourne, Victoria, Australia;Kyung Ho Kang;Bantamweight;False
Callan Potter;Jalin Turner;KO/TKO;1;0:53;3 Rnd (5-5-5);Peter Hickmott;February 09, 2019;Melbourne, Victoria, Australia;Jalin Turner;Lightweight;False
Wuliji Buren;Jonathan Martinez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Greg Kleynjans;February 09, 2019;Melbourne, Victoria, Australia;Jonathan Martinez;Bantamweight;False
Raphael Assuncao;Marlon Moraes;Submission;1;3:17;5 Rnd (5-5-5-5-5);Jason Herzog;February 02, 2019;Fortaleza, Ceara, Brazil;Marlon Moraes;Bantamweight;False
Jose Aldo;Renato Moicano;KO/TKO;2;0:44;3 Rnd (5-5-5);Jerin Valel;February 02, 2019;Fortaleza, Ceara, Brazil;Jose Aldo;Featherweight;False
Demian Maia;Lyman Good;Submission;1;2:38;3 Rnd (5-5-5);Osiris Maia;February 02, 2019;Fortaleza, Ceara, Brazil;Demian Maia;Welterweight;False
Charles Oliveira;David Teymur;Submission;2;0:55;3 Rnd (5-5-5);Jerin Valel;February 02, 2019;Fortaleza, Ceara, Brazil;Charles Oliveira;Lightweight;False
Johnny Walker;Justin Ledet;KO/TKO;1;0:15;3 Rnd (5-5-5);Eduardo Herdy;February 02, 2019;Fortaleza, Ceara, Brazil;Johnny Walker;Light Heavyweight;False
Livinha Souza;Sarah Frota;Decision - Split;3;5:00;3 Rnd (5-5-5);Camila Albuquerque;February 02, 2019;Fortaleza, Ceara, Brazil;Livinha Souza;Women's Strawweight;False
Markus Perez;Anthony Hernandez;Submission;2;1:07;3 Rnd (5-5-5);Eduardo Herdy;February 02, 2019;Fortaleza, Ceara, Brazil;Markus Perez;Middleweight;False
Mara Romero Borella;Taila Santos;Decision - Split;3;5:00;3 Rnd (5-5-5);Camila Albuquerque;February 02, 2019;Fortaleza, Ceara, Brazil;Mara Romero Borella;Women's Flyweight;False
Thiago Alves;Max Griffin;Decision - Split;3;5:00;3 Rnd (5-5-5);Jason Herzog;February 02, 2019;Fortaleza, Ceara, Brazil;Thiago Alves;Welterweight;False
Junior Albini;Jairzinho Rozenstruik;KO/TKO;2;0:54;3 Rnd (5-5-5);Joao Claudio Soares;February 02, 2019;Fortaleza, Ceara, Brazil;Jairzinho Rozenstruik;Heavyweight;False
Geraldo de Freitas;Felipe Colares;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Osiris Maia;February 02, 2019;Fortaleza, Ceara, Brazil;Geraldo de Freitas;Featherweight;False
Ricardo Ramos;Said Nurmagomedov;KO/TKO;1;2:28;3 Rnd (5-5-5);Joao Claudio Soares;February 02, 2019;Fortaleza, Ceara, Brazil;Said Nurmagomedov;Bantamweight;False
Magomed Bibulatov;Rogerio Bontorin;Decision - Split;3;5:00;3 Rnd (5-5-5);Jerin Valel;February 02, 2019;Fortaleza, Ceara, Brazil;Rogerio Bontorin;Flyweight;False
Henry Cejudo;TJ Dillashaw;KO/TKO;1;0:32;5 Rnd (5-5-5-5-5);Kevin MacDonald;January 19, 2019;Brooklyn, New York, USA;Henry Cejudo;Flyweight;True
Greg Hardy;Allen Crowder;DQ;2;2:28;3 Rnd (5-5-5);Dan Miragliotta;January 19, 2019;Brooklyn, New York, USA;Allen Crowder;Heavyweight;False
Gregor Gillespie;Yancy Medeiros;KO/TKO;2;4:59;3 Rnd (5-5-5);Todd Ronald Anderson;January 19, 2019;Brooklyn, New York, USA;Gregor Gillespie;Lightweight;False
Joseph Benavidez;Dustin Ortiz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Blake Grice;January 19, 2019;Brooklyn, New York, USA;Joseph Benavidez;Flyweight;False
Paige VanZant;Rachael Ostovich;Submission;2;1:50;3 Rnd (5-5-5);Kevin MacDonald;January 19, 2019;Brooklyn, New York, USA;Paige VanZant;Women's Flyweight;False
Glover Teixeira;Karl Roberson;Submission;1;3:21;3 Rnd (5-5-5);Dan Miragliotta;January 19, 2019;Brooklyn, New York, USA;Glover Teixeira;Light Heavyweight;False
Alexander Hernandez;Donald Cerrone;KO/TKO;2;3:43;3 Rnd (5-5-5);Todd Ronald Anderson;January 19, 2019;Brooklyn, New York, USA;Donald Cerrone;Lightweight;False
Joanne Calderwood;Ariane Lipski;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Blake Grice;January 19, 2019;Brooklyn, New York, USA;Joanne Calderwood;Women's Flyweight;False
Alonzo Menifield;Vinicius Moreira;KO/TKO;1;3:56;3 Rnd (5-5-5);Dan Miragliotta;January 19, 2019;Brooklyn, New York, USA;Alonzo Menifield;Light Heavyweight;False
Cory Sandhagen;Mario Bautista;Submission;1;3:31;3 Rnd (5-5-5);Kevin MacDonald;January 19, 2019;Brooklyn, New York, USA;Cory Sandhagen;Bantamweight;False
Dennis Bermudez;Te Edwards;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Blake Grice;January 19, 2019;Brooklyn, New York, USA;Dennis Bermudez;Lightweight;False
Belal Muhammad;Geoff Neal;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;January 19, 2019;Brooklyn, New York, USA;Geoff Neal;Welterweight;False
Kyle Stewart;Chance Rencountre;Submission;1;2:25;3 Rnd (5-5-5);Dan Miragliotta;January 19, 2019;Brooklyn, New York, USA;Chance Rencountre;Welterweight;False
Jon Jones;Alexander Gustafsson;KO/TKO;3;2:02;5 Rnd (5-5-5-5-5);Mike Beltran;December 29, 2018;Los Angeles, California, USA;Jon Jones;Light Heavyweight;True
Cris Cyborg;Amanda Nunes;KO/TKO;1;0:51;5 Rnd (5-5-5-5-5);Marc Goddard;December 29, 2018;Los Angeles, California, USA;Amanda Nunes;Women's Featherweight;True
Carlos Condit;Michael Chiesa;Submission;2;0:56;3 Rnd (5-5-5);Mike Beltran;December 29, 2018;Los Angeles, California, USA;Michael Chiesa;Welterweight;False
Ilir Latifi;Corey Anderson;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;December 29, 2018;Los Angeles, California, USA;Corey Anderson;Light Heavyweight;False
Chad Mendes;Alexander Volkanovski;KO/TKO;2;4:14;3 Rnd (5-5-5);Mark Smith;December 29, 2018;Los Angeles, California, USA;Alexander Volkanovski;Featherweight;False
Andrei Arlovski;Walt Harris;Overturned;3;5:00;3 Rnd (5-5-5);Mike Beltran;December 29, 2018;Los Angeles, California, USA;;Heavyweight;False
Cat Zingano;Megan Anderson;KO/TKO;1;1:01;3 Rnd (5-5-5);Marc Goddard;December 29, 2018;Los Angeles, California, USA;Megan Anderson;Women's Featherweight;False
Douglas Silva de Andrade;Petr Yan;KO/TKO;2;5:00;3 Rnd (5-5-5);Mark Smith;December 29, 2018;Los Angeles, California, USA;Petr Yan;Bantamweight;False
BJ Penn;Ryan Hall;Submission;1;2:46;3 Rnd (5-5-5);Ed Collantes;December 29, 2018;Los Angeles, California, USA;Ryan Hall;Lightweight;False
Nathaniel Wood;Andre Ewell;Submission;3;4:12;3 Rnd (5-5-5);Mark Smith;December 29, 2018;Los Angeles, California, USA;Nathaniel Wood;Bantamweight;False
Uriah Hall;Bevon Lewis;KO/TKO;3;1:32;3 Rnd (5-5-5);Marc Goddard;December 29, 2018;Los Angeles, California, USA;Uriah Hall;Middleweight;False
Curtis Millender;Siyar Bahadurzada;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mike Beltran;December 29, 2018;Los Angeles, California, USA;Curtis Millender;Welterweight;False
Brian Kelleher;Montel Jackson;Submission;1;1:40;3 Rnd (5-5-5);Ed Collantes;December 29, 2018;Los Angeles, California, USA;Montel Jackson;Bantamweight;False
Kevin Lee;Al Iaquinta;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Keith Peterson;December 15, 2018;Milwaukee, Wisconsin, USA;Al Iaquinta;Lightweight;False
Edson Barboza;Dan Hooker;KO/TKO;3;2:19;3 Rnd (5-5-5);Rob Hinds;December 15, 2018;Milwaukee, Wisconsin, USA;Edson Barboza;Lightweight;False
Rob Font;Sergio Pettis;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Robert Madrigal;December 15, 2018;Milwaukee, Wisconsin, USA;Rob Font;Bantamweight;False
Jim Miller;Charles Oliveira;Submission;1;1:15;3 Rnd (5-5-5);Keith Peterson;December 15, 2018;Milwaukee, Wisconsin, USA;Charles Oliveira;Lightweight;False
Zak Ottow;Dwight Grant;Decision - Split;3;5:00;3 Rnd (5-5-5);Rob Hinds;December 15, 2018;Milwaukee, Wisconsin, USA;Zak Ottow;Welterweight;False
Bobby Green;Drakkar Klose;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;December 15, 2018;Milwaukee, Wisconsin, USA;Drakkar Klose;Lightweight;False
Jared Gordon;Joaquim Silva;KO/TKO;3;2:39;3 Rnd (5-5-5);Rob Hinds;December 15, 2018;Milwaukee, Wisconsin, USA;Joaquim Silva;Lightweight;False
Gerald Meerschaert;Jack Hermansson;Submission;1;4:25;3 Rnd (5-5-5);Robert Madrigal;December 15, 2018;Milwaukee, Wisconsin, USA;Jack Hermansson;Middleweight;False
Trevor Smith;Zak Cummings;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;December 15, 2018;Milwaukee, Wisconsin, USA;Zak Cummings;Middleweight;False
Dan Ige;Jordan Griffin;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Joe Fipp;December 15, 2018;Milwaukee, Wisconsin, USA;Dan Ige;Featherweight;False
Adam Milstead;Mike Rodriguez;KO/TKO;1;2:59;3 Rnd (5-5-5);Rob Hinds;December 15, 2018;Milwaukee, Wisconsin, USA;Mike Rodriguez;Light Heavyweight;False
Chris de la Rocha;Juan Adams;KO/TKO;3;0:58;3 Rnd (5-5-5);Joe Fipp;December 15, 2018;Milwaukee, Wisconsin, USA;Juan Adams;Heavyweight;False
Max Holloway;Brian Ortega;TKO - Doctor's Stoppage;4;5:00;5 Rnd (5-5-5-5-5);Yves Lavigne;December 08, 2018;Toronto, Ontario, Canada;Max Holloway;Featherweight;True
Valentina Shevchenko;Joanna Jedrzejczyk;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Todd Ronald Anderson;December 08, 2018;Toronto, Ontario, Canada;Valentina Shevchenko;Women's Flyweight;True
Alex Oliveira;Gunnar Nelson;Submission;2;4:17;3 Rnd (5-5-5);Jerin Valel;December 08, 2018;Toronto, Ontario, Canada;Gunnar Nelson;Welterweight;False
Hakeem Dawodu;Kyle Bochniak;Decision - Split;3;5:00;3 Rnd (5-5-5);Yves Lavigne;December 08, 2018;Toronto, Ontario, Canada;Hakeem Dawodu;Featherweight;False
Jimi Manuwa;Thiago Santos;KO/TKO;2;0:41;3 Rnd (5-5-5);Todd Ronald Anderson;December 08, 2018;Toronto, Ontario, Canada;Thiago Santos;Light Heavyweight;False
Claudia Gadelha;Nina Ansaroff;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jerin Valel;December 08, 2018;Toronto, Ontario, Canada;Nina Ansaroff;Women's Strawweight;False
Olivier Aubin-Mercier;Gilbert Burns;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;December 08, 2018;Toronto, Ontario, Canada;Gilbert Burns;Lightweight;False
Katlyn Chookagian;Jessica Eye;Decision - Split;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;December 08, 2018;Toronto, Ontario, Canada;Jessica Eye;Women's Flyweight;False
Elias Theodorou;Eryk Anders;Decision - Split;3;5:00;3 Rnd (5-5-5);Jerin Valel;December 08, 2018;Toronto, Ontario, Canada;Elias Theodorou;Middleweight;False
Brad Katona;Matthew Lopez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Brian Beauchamp;December 08, 2018;Toronto, Ontario, Canada;Brad Katona;Bantamweight;False
Chad Laprise;Dhiego Lima;KO/TKO;1;1:37;3 Rnd (5-5-5);Graham Bettes;December 08, 2018;Toronto, Ontario, Canada;Dhiego Lima;Welterweight;False
Diego Ferreira;Kyle Nelson;KO/TKO;2;1:23;3 Rnd (5-5-5);Ivan Svec;December 08, 2018;Toronto, Ontario, Canada;Diego Ferreira;Lightweight;False
Devin Clark;Aleksandar Rakic;KO/TKO;1;4:05;3 Rnd (5-5-5);Brian Beauchamp;December 08, 2018;Toronto, Ontario, Canada;Aleksandar Rakic;Light Heavyweight;False
Junior Dos Santos;Tai Tuivasa;KO/TKO;2;2:30;5 Rnd (5-5-5-5-5);Herb Dean;December 01, 2018;Adelaide, South Australia, Australia;Junior Dos Santos;Heavyweight;False
Mauricio Rua;Tyson Pedro;KO/TKO;3;0:43;3 Rnd (5-5-5);Steve Perceval;December 01, 2018;Adelaide, South Australia, Australia;Mauricio Rua;Light Heavyweight;False
Mark Hunt;Justin Willis;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 01, 2018;Adelaide, South Australia, Australia;Justin Willis;Heavyweight;False
Jake Matthews;Anthony Rocco Martin;Submission;3;1:19;3 Rnd (5-5-5);Jim Perdios;December 01, 2018;Adelaide, South Australia, Australia;Anthony Rocco Martin;Welterweight;False
Suman Mokhtarian;Sodiq Yusuff;KO/TKO;1;2:14;3 Rnd (5-5-5);Greg Kleynjans;December 01, 2018;Adelaide, South Australia, Australia;Sodiq Yusuff;Featherweight;False
Jimmy Crute;Paul Craig;Submission;3;4:51;3 Rnd (5-5-5);Steve Perceval;December 01, 2018;Adelaide, South Australia, Australia;Jimmy Crute;Light Heavyweight;False
Yushin Okami;Aleksei Kunchenko;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Neil Swailes;December 01, 2018;Adelaide, South Australia, Australia;Aleksei Kunchenko;Welterweight;False
Wilson Reis;Ben Nguyen;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 01, 2018;Adelaide, South Australia, Australia;Wilson Reis;Flyweight;False
Keita Nakamura;Salim Touahri;Decision - Split;3;5:00;3 Rnd (5-5-5);Jim Perdios;December 01, 2018;Adelaide, South Australia, Australia;Keita Nakamura;Welterweight;False
Elias Garcia;Kai Kara-France;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Greg Kleynjans;December 01, 2018;Adelaide, South Australia, Australia;Kai Kara-France;Flyweight;False
Mizuto Hirota;Christos Giagos;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Perceval;December 01, 2018;Adelaide, South Australia, Australia;Christos Giagos;Lightweight;False
Alex Gorgees;Damir Ismagulov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Neil Swailes;December 01, 2018;Adelaide, South Australia, Australia;Damir Ismagulov;Lightweight;False
Rafael Dos Anjos;Kamaru Usman;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Yves Lavigne;November 30, 2018;Las Vegas, Nevada, USA;Kamaru Usman;Welterweight;False
Juan Espino;Justin Frazier;Submission;1;3:36;3 Rnd + OT (5-5-5-5);Mark Smith;November 30, 2018;Las Vegas, Nevada, USA;Juan Espino;Heavyweight;True
Pannie Kianzad;Macy Chiasson;Submission;2;2:11;3 Rnd + OT (5-5-5-5);Yves Lavigne;November 30, 2018;Las Vegas, Nevada, USA;Macy Chiasson;Women's Featherweight;True
Pedro Munhoz;Bryan Caraway;KO/TKO;1;2:39;3 Rnd (5-5-5);Chris Tognoni;November 30, 2018;Las Vegas, Nevada, USA;Pedro Munhoz;Bantamweight;False
Darren Stewart;Edmen Shahbazyan;Decision - Split;3;5:00;3 Rnd (5-5-5);Mark Smith;November 30, 2018;Las Vegas, Nevada, USA;Edmen Shahbazyan;Middleweight;False
Ji Yeon Kim;Antonina Shevchenko;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;November 30, 2018;Las Vegas, Nevada, USA;Antonina Shevchenko;Women's Flyweight;False
Rick Glenn;Kevin Aguilar;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;November 30, 2018;Las Vegas, Nevada, USA;Kevin Aguilar;Featherweight;False
Joseph Benavidez;Alex Perez;KO/TKO;1;4:19;3 Rnd (5-5-5);Yves Lavigne;November 30, 2018;Las Vegas, Nevada, USA;Joseph Benavidez;Flyweight;False
Maurice Greene;Michel Batista;Submission;1;2:14;3 Rnd (5-5-5);Mark Smith;November 30, 2018;Las Vegas, Nevada, USA;Maurice Greene;Heavyweight;False
Julija Stoliarenko;Leah Letson;Decision - Split;3;5:00;3 Rnd (5-5-5);Chris Tognoni;November 30, 2018;Las Vegas, Nevada, USA;Leah Letson;Women's Featherweight;False
Roosevelt Roberts;Darrell Horcher;Submission;1;4:50;3 Rnd (5-5-5);Yves Lavigne;November 30, 2018;Las Vegas, Nevada, USA;Roosevelt Roberts;Lightweight;False
Tim Means;Ricky Rainey;KO/TKO;1;1:18;3 Rnd (5-5-5);Mark Smith;November 30, 2018;Las Vegas, Nevada, USA;Tim Means;Welterweight;False
Raoni Barcelos;Chris Gutierrez;Submission;2;4:12;3 Rnd (5-5-5);Chris Tognoni;November 30, 2018;Las Vegas, Nevada, USA;Raoni Barcelos;Bantamweight;False
Curtis Blaydes;Francis Ngannou;KO/TKO;1;0:45;5 Rnd (5-5-5-5-5);Marc Goddard;November 24, 2018;Beijing, China;Francis Ngannou;Heavyweight;False
